Group Name,CVE,CVSS Version,Severity,Description,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Confidentiality,Integrity,Availability,CPE String
LockBit,CVE-2021-21972,3.1,9.8 ,"The vSphere Client (HTML5) contains a remote code execution vulnerability in a vCenter Server plugin. A malicious actor with network access to port 443 may exploit this issue to execute commands with unrestricted privileges on the underlying operating system that hosts vCenter Server. This affects VMware vCenter Server (7.x before 7.0 U1c, 6.7 before 6.7 U3l and 6.5 before 6.5 U3n) and VMware Cloud Foundation (4.x before 4.2 and 3.x before 3.10.1.2).",Network,Low,None,None,High,High,High,"[['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5']]"
LockBit,CVE-2019-10149,3.1,9.8 ,A flaw was found in Exim versions 4.87 to 4.91 (inclusive). Improper validation of recipient address in deliver_message() function in /src/deliver.c may lead to remote command execution.,Network,Low,None,None,High,High,High,"[['Application', 'exim', 'exim', '*']]"
LockBit,CVE-2021-26857,3.1,7.8 ,"Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26858, CVE-2021-27065, CVE-2021-27078.",Local,Low,None,Required,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2010'], ['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
LockBit,CVE-2021-26858,3.1,7.8 ,"Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26857, CVE-2021-27065, CVE-2021-27078.",Local,Low,None,Required,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
LockBit,CVE-2020-15505,3.1,9.8 ,"A remote code execution vulnerability in MobileIron Core &amp; Connector versions 10.3.0.3 and earlier, 10.4.0.0, 10.4.0.1, 10.4.0.2, 10.4.0.3, 10.5.1.0, 10.5.2.0 and 10.6.0.0; and Sentry versions 9.7.2 and earlier, and 9.8.0; and Monitor and Reporting Database (RDB) version 2.0.0.1 and earlier that allows remote attackers to execute arbitrary code via unspecified vectors.",Network,Low,None,None,High,High,High,"[['Application', 'mobileiron', 'cloud', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'core', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'enterprise_connector', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'reporting_database', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'sentry', 'versions up to (including) 9.8'], ['Application', 'mobileiron', 'core', 'versions up to (excluding) 10.3'], ['Application', 'mobileiron', 'core', '*'], ['Application', 'mobileiron', 'core', '*'], ['Application', 'mobileiron', 'core', '*'], ['Application', 'mobileiron', 'core', '*'], ['Application', 'mobileiron', 'cloud', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'core', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'enterprise_connector', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'reporting_database', 'versions up to (including) 10.6'], ['Application', 'mobileiron', 'sentry', 'versions up to (including) 9.8']]"
LockBit,CVE-2019-3396,3.1,9.8 ,"The Widget Connector macro in Atlassian Confluence Server before version 6.6.12 (the fixed version for 6.6.x), from version 6.7.0 before 6.12.3 (the fixed version for 6.12.x), from version 6.13.0 before 6.13.3 (the fixed version for 6.13.x), and from version 6.14.0 before 6.14.2 (the fixed version for 6.14.x), allows remote attackers to achieve path traversal and remote code execution on a Confluence Server or Data Center instance via server-side template injection.",Network,Low,None,None,High,High,High,"[['Application', 'atlassian', 'confluence', '*'], ['Application', 'atlassian', 'confluence_server', '*'], ['Application', 'atlassian', 'confluence', '*'], ['Application', 'atlassian', 'confluence_server', '*'], ['Application', 'atlassian', 'confluence', 'versions up to (excluding) 6.6'], ['Application', 'atlassian', 'confluence', '*'], ['Application', 'atlassian', 'confluence', '*'], ['Application', 'atlassian', 'confluence', '*']]"
LockBit,CVE-2017-11882,3.1,7.8 ,"Microsoft Office 2007 Service Pack 3, Microsoft Office 2010 Service Pack 2, Microsoft Office 2013 Service Pack 1, and Microsoft Office 2016 allow an attacker to run arbitrary code in the context of the current user by failing to properly handle objects in memory, aka ""Microsoft Office Memory Corruption Vulnerability"". This CVE ID is unique from CVE-2017-11884.",Local,Low,None,Required,High,High,High,"[['Application', 'microsoft', 'office', '2007'], ['Application', 'microsoft', 'office', '2010'], ['Application', 'microsoft', 'office', '2013'], ['Application', 'microsoft', 'office', '2016']]"
LockBit,CVE-2019-11580,3.1,9.8 ,"Atlassian Crowd and Crowd Data Center had the pdkinstall development plugin incorrectly enabled in release builds. Attackers who can send unauthenticated or authenticated requests to a Crowd or Crowd Data Center instance can exploit this vulnerability to install arbitrary plugins, which permits remote code execution on systems running a vulnerable version of Crowd or Crowd Data Center. All versions of Crowd from version 2.1.0 before 3.0.5 (the fixed version for 3.0.x), from version 3.1.0 before 3.1.6 (the fixed version for 3.1.x), from version 3.2.0 before 3.2.8 (the fixed version for 3.2.x), from version 3.3.0 before 3.3.5 (the fixed version for 3.3.x), and from version 3.4.0 before 3.4.4 (the fixed version for 3.4.x) are affected by this vulnerability.",Network,Low,None,None,High,High,High,"[['Application', 'atlassian', 'crowd', '*'], ['Application', 'atlassian', 'crowd', '*'], ['Application', 'atlassian', 'crowd', '*'], ['Application', 'atlassian', 'crowd', '*'], ['Application', 'atlassian', 'crowd', '*']]"
LockBit,CVE-2018-7600,3.0,9.8 ,"Drupal before 7.58, 8.x before 8.3.9, 8.4.x before 8.4.6, and 8.5.x before 8.5.1 allows remote attackers to execute arbitrary code because of an issue affecting multiple subsystems with default or common module configurations.",Network,Low,None,None,High,High,High,"[['Application', 'drupal', 'drupal', 'versions up to (including) 7.57'], ['Application', 'drupal', 'drupal', '*'], ['Application', 'drupal', 'drupal', '*'], ['Application', 'drupal', 'drupal', '*'], ['Operating System', 'debian', 'debian_linux', '7.0'], ['Operating System', 'debian', 'debian_linux', '8.0'], ['Operating System', 'debian', 'debian_linux', '9.0']]"
LockBit,CVE-2019-0604,3.1,9.8 ,"A remote code execution vulnerability exists in Microsoft SharePoint when the software fails to check the source markup of an application package, aka 'Microsoft SharePoint Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2019-0594.",Network,Low,None,None,High,High,High,"[['Application', 'microsoft', 'sharepoint_enterprise_server', '2016'], ['Application', 'microsoft', 'sharepoint_foundation', '2013'], ['Application', 'microsoft', 'sharepoint_server', '2010'], ['Application', 'microsoft', 'sharepoint_server', '2019']]"
LockBit,CVE-2020-1472,3.1,0.0 ,"An elevation of privilege vulnerability exists when an attacker establishes a vulnerable Netlogon secure channel connection to a domain controller, using the Netlogon Remote Protocol (MS-NRPC), aka 'Netlogon Elevation of Privilege Vulnerability'.",Network,Low,None,None,High,High,High,"[['Application', 'oracle', 'zfs_storage_appliance_kit', '8.8'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'canonical', 'ubuntu_linux', '14.04'], ['Operating System', 'canonical', 'ubuntu_linux', '16.04'], ['Operating System', 'canonical', 'ubuntu_linux', '18.04'], ['Operating System', 'canonical', 'ubuntu_linux', '14.04'], ['Operating System', 'canonical', 'ubuntu_linux', '16.04'], ['Operating System', 'canonical', 'ubuntu_linux', '16.04'], ['Operating System', 'canonical', 'ubuntu_linux', '18.04'], ['Operating System', 'canonical', 'ubuntu_linux', '20.04'], ['Operating System', 'fedoraproject', 'fedora', '32'], ['Operating System', 'fedoraproject', 'fedora', '33'], ['Operating System', 'fedoraproject', 'fedora', '31'], ['Operating System', 'fedoraproject', 'fedora', '32'], ['Operating System', 'fedoraproject', 'fedora', '33'], ['Application', 'samba', 'samba', 'versions up to (excluding) 4.10'], ['Application', 'samba', 'samba', '*'], ['Application', 'samba', 'samba', '*'], ['Application', 'synology', 'directory_server', 'versions up to (excluding) 4.4'], ['Operating System', 'canonical', 'ubuntu_linux', '14.04'], ['Operating System', 'canonical', 'ubuntu_linux', '16.04'], ['Operating System', 'canonical', 'ubuntu_linux', '18.04'], ['Operating System', 'fedoraproject', 'fedora', '32'], ['Operating System', 'fedoraproject', 'fedora', '33'], ['Operating System', 'opensuse', 'leap', '15.1'], ['Operating System', 'opensuse', 'leap', '15.2'], ['Operating System', 'microsoft', 'windows_server_2008', 'r2'], ['Operating System', 'microsoft', 'windows_server_2012', '-'], ['Operating System', 'microsoft', 'windows_server_2012', 'r2'], ['Operating System', 'microsoft', 'windows_server_2016', '-'], ['Operating System', 'microsoft', 'windows_server_2016', '1903'], ['Operating System', 'microsoft', 'windows_server_2016', '1909'], ['Operating System', 'microsoft', 'windows_server_2016', '2004'], ['Operating System', 'microsoft', 'windows_server_2019', '-']]"
LockBit,CVE-2021-22894,3.1,8.8 ,A buffer overflow vulnerability exists in Pulse Connect Secure before 9.1R11.4 allows a remote authenticated attacker to execute arbitrary code as the root user via maliciously crafted meeting room.,Network,Low,Low,None,High,High,High,"[['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0']]"
LockBit,CVE-2021-22899,3.1,8.8 ,A command injection vulnerability exists in Pulse Connect Secure before 9.1R11.4 allows a remote authenticated attacker to perform remote code execution via Windows Resource Profiles Feature,Network,Low,Low,None,High,High,High,"[['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0']]"
LockBit,CVE-2021-22900,3.1,7.2 ,A vulnerability allowed multiple unrestricted uploads in Pulse Connect Secure before 9.1R11.4 that could lead to an authenticated administrator to perform a file write via a maliciously crafted archive upload in the administrator web interface.,Network,Low,High,None,High,High,High,"[['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0'], ['Application', 'pulsesecure', 'pulse_connect_secure', '9.0']]"
LockBit,CVE-2021-27101,3.1,9.8 ,Accellion FTA 9_12_370 and earlier is affected by SQL injection via a crafted Host header in a request to document_root.html. The fixed version is FTA_9_12_380 and later.,Network,Low,None,None,High,High,High,"[['Application', 'accellion', 'fta', '*']]"
LockBit,CVE-2021-27102,3.1,7.8 ,Accellion FTA 9_12_411 and earlier is affected by OS command execution via a local web service call. The fixed version is FTA_9_12_416 and later.,Local,Low,Low,None,High,High,High,"[['Application', 'accellion', 'fta', '*']]"
LockBit,CVE-2021-27103,3.1,9.8 ,Accellion FTA 9_12_411 and earlier is affected by SSRF via a crafted POST request to wmProgressstat.html. The fixed version is FTA_9_12_416 and later.,Network,Low,None,None,High,High,High,"[['Application', 'accellion', 'fta', '*']]"
LockBit,CVE-2021-27104,3.1,9.8 ,Accellion FTA 9_12_370 and earlier is affected by OS command execution via a crafted POST request to various admin endpoints. The fixed version is FTA_9_12_380 and later.,Network,Low,None,None,High,High,High,"[['Application', 'accellion', 'fta', '*']]"
LockBit,CVE-2021-21985,3.1,9.8 ,The vSphere Client (HTML5) contains a remote code execution vulnerability due to lack of input validation in the Virtual SAN Health Check plug-in which is enabled by default in vCenter Server. A malicious actor with network access to port 443 may exploit this issue to execute commands with unrestricted privileges on the underlying operating system that hosts vCenter Server.,Network,Low,None,None,High,High,High,"[['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '7.0'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.7'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5'], ['Application', 'vmware', 'vcenter_server', '6.5']]"
